programCode,AcademicYear,UserUID,FormTitle,formID,CourseCode,CourseName,BriefDescription,Semester,CourseOutcomeID,CourseOutcome,Threshold,Target,scoreAwarded,TotalPoints,DifficultyLevel,TaxonomyID,percentage,OBE_attainment,attainment,Exam_type,Mapping
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_End Semester_B.Tech_CSE_S7A 2018-2019,2c9fadbd7885b0a9017887e5eba33fae,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1ad8c104099,"Designing a circuit and construction on a solderless breadboard, interfacing the input and output in it with the Microcontroller.",35,60,1.9,10,2,2,0.19,0,0,4,"3,3,3,3,3,2,2,2,1,1,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_End Semester_B.Tech_CSE_S7A 2018-2019,2c9fadbd7885b0a9017887e5eba33fae,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1adf7d640b4,"The implementation of an I/O driver using synchronization, Multi-threaded programming using interrupts.",35,60,1,10,2,2,0.1,0,0,4,"3,3,3,3,3,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_End Semester_B.Tech_CSE_S7A 2018-2019,2c9fadbd7885b0a9017887e5eba33fae,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1ae468d40c2,Integrate the concepts learn to solve real world problems in designing and implementing a project based on environment or sustainability theme.,35,60,7.9,10,2,2,0.79,2,1,4,"3,3,3,3,3,2,2,3,3,3,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision - Question Paper,8a838345673ec61901674f18b50813d8,15CSE340,Computer Vision,,5,8a838345673ec61901673ece37410055,Learn to device keypoint detection strategies,35,60,6,6,3,1,1,2,1,3,"2,2,3,1,2,2,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision - Question Paper,8a838345673ec61901674f18b50813d8,15CSE340,Computer Vision,,5,8a838345673ec61901673ece37410055,Learn to device keypoint detection strategies,35,60,5,7,4,2,0.714285714,2,1,3,"2,2,3,1,2,2,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision - Question Paper,8a838345673ec61901674f18b50813d8,15CSE340,Computer Vision,,5,8a838345673ec61901673ecec7a4006b,Learn to device keypoint descriptors to favour Keypoint matching,35,60,6,6,1,4,1,2,1,3,"2,2,3,1,2,2,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision - Question Paper,8a838345673ec61901674f18b50813d8,15CSE340,Computer Vision,,5,8a838345673ec61901673ecec7a4006b,Learn to device keypoint descriptors to favour Keypoint matching,35,60,0,6,2,6,0,0,0,3,"2,2,3,1,2,2,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision - Question Paper,8a838345673ec61901674f18b50813d8,15CSE340,Computer Vision,,5,8a838345673ec61901673ecec7a4006b,Learn to device keypoint descriptors to favour Keypoint matching,35,60,16,20,4,3,0.8,2,1,3,"2,2,3,1,2,2,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision - Question Paper,8a838345673ec61901674f18b50813d8,15CSE340,Computer Vision,,5,8a838345673ec61901673ecf2740007e,"Learn to detect, identify & track objects",35,60,5,12,1,5,0.416666667,1,0,3,"3,3,3,2,2,3,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision - Question Paper,8a83834567ad07970167bab96f9b3336,15CSE340,Computer Vision,,5,8a838345673ec61901673ecd4877002d,Understand Image & Image Formation Model,35,60,6,8,1,6,0.75,2,1,3,"2,0,0,0,0,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision - Question Paper,8a83834567ad07970167bab96f9b3336,15CSE340,Computer Vision,,5,8a838345673ec61901673ecd4877002d,Understand Image & Image Formation Model,35,60,0,4,3,2,0,0,0,3,"2,0,0,0,0,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision - Question Paper,8a83834567ad07970167bab96f9b3336,15CSE340,Computer Vision,,5,8a838345673ec61901673ecddb630041,Learn to apply image enhancement techniques judiciously,35,60,10,14,2,4,0.714285714,2,1,3,"3,3,3,1,2,2,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision - Question Paper,8a83834567ad07970167bab96f9b3336,15CSE340,Computer Vision,,5,8a838345673ec61901673ecddb630041,Learn to apply image enhancement techniques judiciously,35,60,8,14,4,5,0.571428571,1,1,3,"3,3,3,1,2,2,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision - Question Paper,8a83834567ad07970167bab96f9b3336,15CSE340,Computer Vision,,5,8a838345673ec61901673ecddb630041,Learn to apply image enhancement techniques judiciously,35,60,8,10,5,1,0.8,2,1,3,"3,3,3,1,2,2,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision,8a838345683c675d016873ea61821f10,15CSE340,Computer Vision,,5,8a838345673ec61901673ecddb630041,Learn to apply image enhancement techniques judiciously,35,60,3,12,2,2,0.25,0,0,3,"3,3,3,1,2,2,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision,8a838345683c675d016873ea61821f10,15CSE340,Computer Vision,,5,8a838345673ec61901673ecddb630041,Learn to apply image enhancement techniques judiciously,35,60,13.5,32,4,4,0.421875,1,0,3,"3,3,3,1,2,2,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision,8a838345683c675d016873ea61821f10,15CSE340,Computer Vision,,5,8a838345673ec61901673ecddb630041,Learn to apply image enhancement techniques judiciously,35,60,4.5,6,5,6,0.75,2,1,3,"3,3,3,1,2,2,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision,8a838345683c675d016873ea61821f10,15CSE340,Computer Vision,,5,8a838345673ec61901673ece37410055,Learn to device keypoint detection strategies,35,60,0,8,4,6,0,0,0,3,"2,2,3,1,2,2,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision,8a838345683c675d016873ea61821f10,15CSE340,Computer Vision,,5,8a838345673ec61901673ece37410055,Learn to device keypoint detection strategies,35,60,0.5,3,5,2,0.166666667,0,0,3,"2,2,3,1,2,2,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision,8a838345683c675d016873ea61821f10,15CSE340,Computer Vision,,5,8a838345673ec61901673ecec7a4006b,Learn to device keypoint descriptors to favour Keypoint matching,35,60,6,8,4,6,0.75,2,1,3,"2,2,3,1,2,2,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision,8a838345683c675d016873ea61821f10,15CSE340,Computer Vision,,5,8a838345673ec61901673ecec7a4006b,Learn to device keypoint descriptors to favour Keypoint matching,35,60,0.5,3,5,2,0.166666667,0,0,3,"2,2,3,1,2,2,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision,8a838345683c675d016873ea61821f10,15CSE340,Computer Vision,,5,8a838345673ec61901673ecf2740007e,"Learn to detect, identify & track objects",35,60,8,14,2,4,0.571428571,1,1,3,"3,3,3,2,2,3,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision,8a838345683c675d016873ea61821f10,15CSE340,Computer Vision,,5,8a838345673ec61901673ecf2740007e,"Learn to detect, identify & track objects",35,60,1,8,4,2,0.125,0,0,3,"3,3,3,2,2,3,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE340_15CSE340 Computer Vision,8a838345683c675d016873ea61821f10,15CSE340,Computer Vision,,5,8a838345673ec61901673ecf738f008e,Learn to get depth perception from images,35,60,1.5,6,5,1,0.25,0,0,3,"3,3,1,1,1,3,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_15CSE346 Embedded Programming,8a838345689da61e0168ac93fb155b57,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1ac5a2a4000,Understanding of Embedded Systems using modular design and abstraction,35,60,9,22.5,2,1,0.4,1,0,3,"3,2,1,0,3,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_15CSE346 Embedded Programming,8a838345689da61e0168ac93fb155b57,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1ac8e8d400c,Learn how to read a data sheet and compute the value of registers. Understand the strategic use of memory and other I/O modules in TM4C123 microcontroller.,35,60,9.5,25,2,1,0.38,0,0,3,"3,1,1,0,3,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_15CSE346 Embedded Programming,8a838345689da61e0168ac93fb155b57,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1acc34b404f,Analyse how to access Microcontroller ports using Embedded C program,35,60,3.75,8.75,2,4,0.428571429,1,0,3,"2,3,3,0,3,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_15CSE346 Embedded Programming,8a838345689da61e0168ac93fb155b57,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1acf7004062,Debugging and verification using a simulator and on the real microcontroller,35,60,3.5,7.5,2,4,0.466666667,1,0,3,"3,3,3,3,3,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_Lab Periodical2,8a838345689da61e0168aca222f95be1,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1ad8c104099,"Designing a circuit and construction on a solderless breadboard, interfacing the input and output in it with the Microcontroller.",35,60,45,50,4,5,0.9,2,1,2,"3,3,3,3,3,2,2,2,1,1,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_End Semester,8a83834568ae10080168b82dab377823,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1ac5a2a4000,Understanding of Embedded Systems using modular design and abstraction,35,60,0.5,0.75,4,4,0.666666667,2,1,4,"3,2,1,0,3,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_End Semester,8a83834568ae10080168b82dab377823,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1ac8e8d400c,Learn how to read a data sheet and compute the value of registers. Understand the strategic use of memory and other I/O modules in TM4C123 microcontroller.,35,60,0.5,0.75,4,4,0.666666667,2,1,4,"3,1,1,0,3,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_End Semester,8a83834568ae10080168b82dab377823,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1acc34b404f,Analyse how to access Microcontroller ports using Embedded C program,35,60,0.5,0.75,4,4,0.666666667,2,1,4,"2,3,3,0,3,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_End Semester,8a83834568ae10080168b82dab377823,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1acf7004062,Debugging and verification using a simulator and on the real microcontroller,35,60,0.5,0.75,4,4,0.666666667,2,1,4,"3,3,3,3,3,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_End Semester,8a83834568ae10080168b82dab377823,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1ad2814407f,"Investigate measures for debugging using logical analyser, and software instrumentation.  Estimation of time to achieve accurate delays using Systick and other timers.",35,60,0,2,3,1,0,0,0,4,"3,3,3,2,3,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_End Semester,8a83834568ae10080168b82dab377823,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1ad2814407f,"Investigate measures for debugging using logical analyser, and software instrumentation.  Estimation of time to achieve accurate delays using Systick and other timers.",35,60,8,20,5,2,0.4,1,0,4,"3,3,3,2,3,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_End Semester,8a83834568ae10080168b82dab377823,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1ad56b64083,Develop problem solving skill to solve real world problems using Finite State Machine,35,60,5,30,2,5,0.166666667,0,0,4,"3,3,3,3,3,2,2,2,1,3,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_End Semester,8a83834568ae10080168b82dab377823,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1ad8c104099,"Designing a circuit and construction on a solderless breadboard, interfacing the input and output in it with the Microcontroller.",35,60,5,5,3,1,1,2,1,4,"3,3,3,3,3,2,2,2,1,1,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_End Semester,8a83834568ae10080168b82dab377823,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1ad8c104099,"Designing a circuit and construction on a solderless breadboard, interfacing the input and output in it with the Microcontroller.",35,60,17.5,30,5,2,0.583333333,1,1,4,"3,3,3,3,3,2,2,2,1,1,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_End Semester,8a83834568ae10080168b82dab377823,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1adf7d640b4,"The implementation of an I/O driver using synchronization, Multi-threaded programming using interrupts.",35,60,4,5,2,5,0.8,2,1,4,"3,3,3,3,3,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.H4CSE15001,15CSE346_End Semester,8a83834568ae10080168b82dab377823,15CSE346,Embedded Programming,,7,8a8383456788d6e00167a1adf7d640b4,"The implementation of an I/O driver using synchronization, Multi-threaded programming using interrupts.",35,60,3,5,3,1,0.6,2,1,4,"3,3,3,3,3,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_Periodical Exam I_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b468aeb0011,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a88b8ee0079,Understand the fundamental concepts of Data mining and basic theory underlying Machine learning.,35,50,3.9,15,2,2,0.26,0,0,1,"3,3,0,3,0,2,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_Periodical Exam I_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b468aeb0011,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,35,60,5.2,20,2,2,0.26,0,0,1,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_Periodical Exam I_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b468aeb0011,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a8b20c10081,Apply appropriate classication and clustering techniques for real word applications.,35,50,3.9,15,2,2,0.26,0,0,1,"3,0,3,0,3,0,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_Periodical Exam II_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b469a6200e6,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,35,60,6.8,10,2,2,0.68,2,1,2,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_Periodical Exam II_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b469a6200e6,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a8b20c10081,Apply appropriate classication and clustering techniques for real word applications.,35,50,10.2,15,2,2,0.68,2,1,2,"3,0,3,0,3,0,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_Periodical Exam II_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b469a6200e6,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a8b9a3c0085,Analyze the performance of various classiers and clusters techniques,40,50,10.2,15,2,2,0.68,2,1,2,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_Periodical Exam II_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b469a6200e6,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a8bf76f0089,Apply and evaluate the interesting patterns discovered from association mining,40,50,6.8,10,2,2,0.68,2,1,2,"3,2,1,2,3,0,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_Continuous Evaluation_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b46a9be01ac,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a88b8ee0079,Understand the fundamental concepts of Data mining and basic theory underlying Machine learning.,35,50,3.21,4,2,2,0.8025,2,1,3,"3,3,0,3,0,2,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_Continuous Evaluation_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b46a9be01ac,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,35,60,3.21,4,2,2,0.8025,2,1,3,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_Continuous Evaluation_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b46a9be01ac,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a8b20c10081,Apply appropriate classication and clustering techniques for real word applications.,35,50,3.21,4,2,2,0.8025,2,1,3,"3,0,3,0,3,0,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_Continuous Evaluation_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b46a9be01ac,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a8b9a3c0085,Analyze the performance of various classiers and clusters techniques,40,50,3.21,4,2,2,0.8025,2,1,3,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_Continuous Evaluation_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b46a9be01ac,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a8bf76f0089,Apply and evaluate the interesting patterns discovered from association mining,40,50,3.21,4,2,2,0.8025,2,1,3,"3,2,1,2,3,0,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_End Semester_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b46ba630286,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a88b8ee0079,Understand the fundamental concepts of Data mining and basic theory underlying Machine learning.,35,50,15.9,20,2,2,0.795,2,1,4,"3,3,0,3,0,2,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_End Semester_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b46ba630286,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a8aa0f0007d,Understand the types of the data to be mined and apply pre-processing methods.,35,60,12.1,20,2,2,0.605,2,1,4,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_End Semester_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b46ba630286,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a8b20c10081,Apply appropriate classication and clustering techniques for real word applications.,35,50,20,20,2,2,1,2,1,4,"3,0,3,0,3,0,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_End Semester_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b46ba630286,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a8b9a3c0085,Analyze the performance of various classiers and clusters techniques,40,50,8,20,2,2,0.4,1,0,4,"3,3,0,0,3,0,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE401_End Semester_B.Tech_CSE_S7B 2018-2019,2c9fadbd788ad6fd01788b46ba630286,15CSE401,Machine Learning and Data Mining,,7,8a8383456721a4a101672a8bf76f0089,Apply and evaluate the interesting patterns discovered from association mining,40,50,14,20,2,2,0.7,2,1,4,"3,2,1,2,3,0,0,0,3,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE402_Structure and Interpretation of Computer Programs - Question Paper,8a83834567a289350167a5dae20603cb,15CSE402,Structure and Interpretation of Computer Programs,,7,8a838345673ec61901673ee4fd6d02fb,Understand the very basics of Lazy Functional Language,50,60,12.25,25,2,3,0.49,1,0,3,"3,2,2,0,2,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE402_Structure and Interpretation of Computer Programs - Question Paper,8a83834567a289350167a5dae20603cb,15CSE402,Structure and Interpretation of Computer Programs,,7,8a838345673ec61901673ee84559037f,"Understand type checking, type-inference as implemented in Haskell",50,60,12.25,25,2,3,0.49,1,0,3,"3,2,2,0,2,0,0,0,0,0,0,0,0,0"
B.Tech_CSE,2018-2019,AM.EN.U4CSE15152,15CSE402_Structure and Interpretation of Computer Programs - Question Paper,8a83834567a289350167a5e3d90406f5,15CSE402,Structure and Interpretation of Computer Programs,,7,8a838345673ec61901673ee4fd6d02fb,Understand the very basics of Lazy Functional Language,50,60,0,25,2,1,0,0,0,3,"3,2,2,0,2,0,0,0,0,0,0,0,0,0"
